Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Total_Study_Time,Study_Efficiency,Gender_Male,School_Type_Public,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near
31,76,9,83,2.0,3,70,62.0,2.1875,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False
24,96,6,93,2.0,2,75,48.0,3.0,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False
17,86,7,61,2.0,3,66,34.0,3.6666666666666665,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False
24,91,7,66,2.0,3,69,48.0,2.76,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True
26,75,5,70,0.0,2,68,0.0,2.5185185185185186,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True
24,98,8,66,2.0,1,71,48.0,2.84,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False
11,93,9,94,3.5,4,69,38.5,5.75,True,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False
16,94,7,76,2.0,3,67,32.0,3.9411764705882355,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True
19,67,8,98,2.0,2,64,38.0,3.2,False,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True
20,71,9,66,1.0,5,63,20.0,3.0,False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,True
24,71,6,52,2.0,3,66,48.0,2.64,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
21,71,8,57,2.0,1,66,42.0,3.0,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True
12,94,6,61,3.0,4,69,36.0,5.3076923076923075,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
22,61,6,82,3.5,4,64,77.0,2.782608695652174,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
24,63,8,59,1.0,3,62,24.0,2.48,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True
23,71,7,69,3.0,5,66,69.0,2.75,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False
26,68,8,90,3.5,3,70,91.0,2.5925925925925926,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True
25,69,7,56,2.0,4,67,50.0,2.576923076923077,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True
23,92,8,54,0.0,1,68,0.0,2.8333333333333335,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True
20,83,9,77,0.0,3,67,0.0,3.1904761904761907,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True
10,60,9,85,0.0,4,62,0.0,5.636363636363637,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
23,77,8,96,1.0,1,67,23.0,2.7916666666666665,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True
21,76,8,83,0.0,5,68,0.0,3.090909090909091,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True
22,65,7,97,2.0,4,64,44.0,2.782608695652174,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
12,87,7,62,2.0,4,64,24.0,4.923076923076923,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
14,88,8,67,2.0,3,66,28.0,4.4,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
26,89,7,92,2.0,2,72,52.0,2.6666666666666665,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False
20,89,8,91,2.0,3,72,40.0,3.4285714285714284,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True
24,60,9,83,2.0,3,66,48.0,2.64,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True
20,98,7,75,3.5,1,72,70.0,3.4285714285714284,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
20,93,4,51,1.0,3,69,20.0,3.2857142857142856,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True
26,96,10,64,2.0,3,72,52.0,2.6666666666666665,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,True,False,False,True
17,61,6,58,1.0,4,60,17.0,3.3333333333333335,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True
21,97,7,53,0.0,2,69,0.0,3.1363636363636362,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False
17,92,8,89,0.0,3,68,0.0,3.7777777777777777,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,True
17,93,9,57,3.0,2,69,51.0,3.8333333333333335,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True
18,64,10,68,1.0,5,62,18.0,3.263157894736842,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True
21,90,6,99,2.0,2,71,42.0,3.227272727272727,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False
17,98,9,70,1.0,2,70,17.0,3.888888888888889,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True
28,87,7,57,2.0,4,68,56.0,2.3448275862068964,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False
15,83,10,84,1.0,2,68,15.0,4.25,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
19,98,9,90,1.0,2,70,19.0,3.5,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
17,78,7,64,0.0,3,65,0.0,3.611111111111111,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True
29,84,6,90,0.0,3,73,0.0,2.433333333333333,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
21,79,4,64,0.0,4,66,0.0,3.0,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
26,97,8,85,2.0,3,71,52.0,2.6296296296296298,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
11,63,9,56,2.0,3,62,22.0,5.166666666666667,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True
22,80,8,71,2.0,3,68,44.0,2.9565217391304346,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
25,87,4,76,1.0,4,70,25.0,2.6923076923076925,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False
20,92,5,86,0.0,2,68,0.0,3.238095238095238,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False
26,83,8,83,2.0,2,71,52.0,2.6296296296296298,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True
17,96,10,93,2.0,4,70,34.0,3.888888888888889,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True
28,98,7,59,1.0,3,72,28.0,2.4827586206896552,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True
34,63,9,83,2.0,2,69,68.0,1.9714285714285715,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
18,76,5,56,1.0,2,63,18.0,3.3157894736842106,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False
17,61,7,74,0.0,2,62,0.0,3.4444444444444446,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True
29,73,7,76,2.0,3,68,58.0,2.2666666666666666,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True
29,81,9,51,2.0,5,70,58.0,2.3333333333333335,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True
17,96,6,54,1.0,4,69,17.0,3.8333333333333335,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True
17,94,10,92,2.0,2,68,34.0,3.7777777777777777,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True
18,65,7,64,2.0,1,65,36.0,3.4210526315789473,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True
12,64,5,67,3.0,2,59,36.0,4.538461538461538,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,True
14,84,5,82,3.0,3,66,42.0,4.4,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False
14,81,6,61,0.0,4,64,0.0,4.266666666666667,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False
15,71,8,60,3.5,4,63,52.5,3.9375,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
20,96,6,71,3.5,3,72,70.0,3.4285714285714284,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
21,97,6,53,0.0,3,67,0.0,3.0454545454545454,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False
29,76,8,96,2.0,2,75,58.0,2.5,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False
14,96,4,97,2.0,3,70,28.0,4.666666666666667,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
26,75,6,72,0.0,3,66,0.0,2.4444444444444446,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True
19,89,5,60,3.5,2,69,66.5,3.45,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False
20,79,6,74,2.0,2,64,40.0,3.0476190476190474,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False
24,65,7,55,1.0,3,63,24.0,2.52,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True
13,97,7,70,1.0,4,71,13.0,5.071428571428571,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True
22,78,7,54,1.0,3,65,22.0,2.8260869565217392,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False
21,89,9,85,1.0,5,68,21.0,3.090909090909091,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False
23,75,7,64,1.0,3,64,23.0,2.6666666666666665,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False
22,61,10,76,1.0,2,64,22.0,2.782608695652174,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
35,64,8,51,2.0,5,66,70.0,1.8333333333333333,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True
16,80,6,76,1.0,4,68,16.0,4.0,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True
17,88,10,50,3.0,5,67,51.0,3.7222222222222223,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False
16,73,7,96,1.0,3,66,16.0,3.8823529411764706,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
17,88,10,75,2.0,3,68,34.0,3.7777777777777777,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True
16,88,7,55,3.0,3,66,48.0,3.8823529411764706,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True
27,88,7,67,3.0,4,71,81.0,2.5357142857142856,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
29,80,8,52,3.5,4,71,101.5,2.3666666666666667,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False
17,97,7,77,0.0,4,68,0.0,3.7777777777777777,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False
15,80,9,56,3.0,3,64,45.0,4.0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,True
23,78,10,74,3.0,4,67,69.0,2.7916666666666665,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False
17,68,4,65,0.0,2,64,0.0,3.5555555555555554,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
24,72,8,88,3.0,2,68,72.0,2.72,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
21,62,6,74,0.0,3,62,0.0,2.8181818181818183,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False
11,85,4,92,0.0,1,64,0.0,5.333333333333333,True,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True
29,70,8,97,3.0,3,70,87.0,2.3333333333333335,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False
31,72,8,98,0.0,4,68,0.0,2.125,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
16,91,8,63,2.0,3,69,32.0,4.0588235294117645,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,73,8,88,3.0,4,65,54.0,3.4210526315789473,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False
22,70,8,72,2.0,3,67,44.0,2.9130434782608696,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True
22,67,6,71,2.0,2,65,44.0,2.8260869565217392,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
24,91,7,93,0.0,2,71,0.0,2.84,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
32,65,8,57,2.0,3,65,64.0,1.9696969696969697,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False
19,78,9,74,2.0,5,66,38.0,3.3,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False
15,80,7,80,0.0,5,65,0.0,4.0625,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True
12,87,7,53,2.0,1,65,24.0,5.0,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True
16,85,7,93,1.0,3,68,16.0,4.0,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
20,92,5,66,2.0,2,68,40.0,3.238095238095238,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
31,62,8,83,0.0,2,67,0.0,2.09375,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True
17,72,5,96,3.0,3,65,51.0,3.611111111111111,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
21,71,8,86,2.0,2,66,42.0,3.0,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True
20,66,7,94,0.0,4,63,0.0,3.0,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False
27,72,5,53,1.0,5,70,27.0,2.5,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True
35,72,5,75,1.0,5,72,35.0,2.0,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False
17,81,6,78,2.0,2,67,34.0,3.7222222222222223,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False
17,87,6,84,0.0,3,67,0.0,3.7222222222222223,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False
26,75,9,56,1.0,5,66,26.0,2.4444444444444446,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False
24,89,7,83,1.0,3,66,24.0,2.64,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
31,73,8,57,2.0,4,69,62.0,2.15625,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False
24,72,9,53,0.0,4,62,0.0,2.48,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,True,False
18,82,9,73,2.0,4,66,36.0,3.473684210526316,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True
24,61,7,80,0.0,3,64,0.0,2.56,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
27,63,6,98,1.0,2,67,27.0,2.392857142857143,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False
25,77,8,85,2.0,1,71,50.0,2.730769230769231,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True
23,98,6,80,1.0,2,73,23.0,3.0416666666666665,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
26,89,10,61,0.0,3,68,0.0,2.5185185185185186,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False
27,64,8,58,2.0,1,66,54.0,2.357142857142857,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
28,94,7,80,3.0,4,75,84.0,2.586206896551724,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False
24,89,8,61,1.0,3,72,24.0,2.88,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True
19,84,7,85,1.0,3,68,19.0,3.4,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True
21,93,6,56,1.0,3,68,21.0,3.090909090909091,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True
27,76,8,67,1.0,4,69,27.0,2.4642857142857144,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True
15,69,7,89,1.0,2,63,15.0,3.9375,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False
22,80,10,92,0.0,2,70,0.0,3.0434782608695654,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True
18,82,6,67,1.0,3,66,18.0,3.473684210526316,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False
20,82,8,60,3.0,4,66,60.0,3.142857142857143,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False
28,83,6,98,1.0,2,72,28.0,2.4827586206896552,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False
21,98,6,88,1.0,3,71,21.0,3.227272727272727,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True
20,96,4,90,3.0,2,72,60.0,3.4285714285714284,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True
12,95,8,61,3.5,1,69,42.0,5.3076923076923075,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
24,92,6,71,2.0,2,71,48.0,2.84,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True
24,98,9,53,3.0,2,69,72.0,2.76,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
33,64,8,55,1.0,3,68,33.0,2.0,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
18,71,7,61,2.0,4,61,36.0,3.210526315789474,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True
21,80,5,65,2.0,1,68,42.0,3.090909090909091,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False
21,94,8,100,0.0,3,72,0.0,3.272727272727273,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True
29,80,6,71,0.0,3,70,0.0,2.3333333333333335,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False
19,90,5,85,0.0,5,73,0.0,3.65,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True
22,66,8,95,3.0,3,67,66.0,2.9130434782608696,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
24,70,5,62,2.0,4,65,48.0,2.6,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True
21,89,4,57,1.0,2,68,21.0,3.090909090909091,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True
17,67,9,62,3.0,3,65,51.0,3.611111111111111,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True
21,74,6,94,1.0,1,75,21.0,3.409090909090909,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True
26,71,4,83,1.0,3,66,26.0,2.4444444444444446,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False
14,74,6,73,2.0,3,67,28.0,4.466666666666667,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True
21,88,6,91,2.0,1,70,42.0,3.1818181818181817,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False
16,75,9,62,3.0,4,66,48.0,3.8823529411764706,False,True,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False
27,82,5,62,1.0,4,69,27.0,2.4642857142857144,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False
11,64,5,78,2.0,4,62,22.0,5.166666666666667,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False
17,92,8,90,1.0,3,68,17.0,3.7777777777777777,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
22,75,6,63,1.0,2,67,22.0,2.9130434782608696,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True
29,86,7,61,0.0,4,68,0.0,2.2666666666666666,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False
20,89,6,74,1.0,2,69,20.0,3.2857142857142856,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False
17,68,10,57,1.0,1,62,17.0,3.4444444444444446,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False
31,95,5,87,2.0,3,75,62.0,2.34375,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False
11,85,7,79,2.0,3,65,22.0,5.416666666666667,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True
7,77,9,76,2.0,3,63,14.0,7.875,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
23,67,6,94,1.0,2,66,23.0,2.75,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
17,98,6,87,3.0,5,71,51.0,3.9444444444444446,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
14,90,8,57,0.0,3,66,0.0,4.4,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False
24,68,9,71,2.0,4,66,48.0,2.64,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True
21,74,6,66,1.0,4,66,21.0,3.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
17,92,9,90,1.0,3,71,17.0,3.9444444444444446,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False
12,88,7,86,3.0,3,68,36.0,5.230769230769231,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False
25,91,8,74,1.0,3,71,25.0,2.730769230769231,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
24,78,9,91,0.0,3,68,0.0,2.72,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
19,89,8,71,2.0,4,68,38.0,3.4,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True
31,75,7,90,2.0,2,68,62.0,2.125,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
14,68,6,52,2.0,2,62,28.0,4.133333333333334,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True
11,85,10,57,0.0,5,65,0.0,5.416666666666667,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True
16,99,6,88,2.0,3,71,32.0,4.176470588235294,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True
20,72,7,56,0.0,6,63,0.0,3.0,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False
21,78,8,84,1.0,4,68,21.0,3.090909090909091,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True
19,87,8,86,1.0,4,69,19.0,3.45,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False
22,82,10,83,1.0,2,69,22.0,3.0,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False
12,94,7,91,3.0,3,71,36.0,5.461538461538462,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True
29,90,7,76,0.0,1,71,0.0,2.3666666666666667,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False
20,62,9,95,0.0,3,62,0.0,2.9523809523809526,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,False,True
27,100,7,78,2.0,2,70,54.0,2.5,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True
22,90,8,75,1.0,3,70,22.0,3.0434782608695654,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False
23,95,7,75,2.0,2,73,46.0,3.0416666666666665,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True
23,86,8,96,3.0,2,71,69.0,2.9583333333333335,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
23,94,8,62,2.0,0,69,46.0,2.875,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False
24,64,6,85,0.0,3,66,0.0,2.64,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True
28,74,4,62,1.0,3,65,28.0,2.2413793103448274,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False
21,95,4,55,2.0,1,71,42.0,3.227272727272727,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True
24,68,4,98,2.0,2,68,48.0,2.72,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
19,63,7,56,2.0,3,64,38.0,3.2,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True
29,92,4,84,2.0,3,71,58.0,2.3666666666666667,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True
